,x,y,width,height,rotate
33892,-101.3,378.7,1.4,1.4,15.0
33893,-101.3,381.3,0.8,0.8,15.0
33894,-101.3,384.0,0.8,0.8,15.0
33895,-101.3,386.7,0.3,0.3,15.0
33896,-101.3,389.3,0.3,0.3,15.0
33897,-101.3,392.0,0.8,0.8,14.0
33898,-101.3,394.7,0.8,0.8,14.0
33899,-101.3,397.3,1.4,1.4,14.0
33900,-98.7,-400.0,1.4,1.4,166.0
33901,-98.7,-397.3,1.4,1.4,166.0
33902,-98.7,-394.7,0.8,0.8,166.0
33903,-98.7,-392.0,0.8,0.8,166.0
33904,-98.7,-389.3,0.3,0.3,166.0
33905,-98.7,-386.7,0.3,0.3,166.0
33906,-98.7,-384.0,0.8,0.8,166.0
33907,-98.7,-381.3,0.8,0.8,165.0
33908,-98.7,-378.7,1.4,1.4,165.0
33909,-98.7,-376.0,1.4,1.4,165.0
33910,-98.7,-373.3,1.8,1.8,165.0
33911,-98.7,-370.7,1.8,1.8,165.0
33912,-98.7,-368.0,2.0,2.0,165.0
33913,-98.7,-365.3,2.0,2.0,165.0
33914,-98.7,-362.7,2.1,2.1,165.0
33915,-98.7,-360.0,2.1,2.1,165.0
33916,-98.7,-357.3,2.0,2.0,165.0
33917,-98.7,-354.7,2.0,2.0,164.0
33918,-98.7,-352.0,1.8,1.8,164.0
33919,-98.7,-349.3,1.8,1.8,164.0
33920,-98.7,-346.7,1.4,1.4,164.0
33921,-98.7,-344.0,1.4,1.4,164.0
33922,-98.7,-341.3,0.8,0.8,164.0
33923,-98.7,-338.7,0.8,0.8,164.0
33924,-98.7,-336.0,0.3,0.3,164.0
33925,-98.7,-333.3,0.3,0.3,164.0
33926,-98.7,-330.7,0.8,0.8,163.0
33927,-98.7,-328.0,0.8,0.8,163.0
33928,-98.7,-325.3,1.4,1.4,163.0
33929,-98.7,-322.7,1.8,1.8,163.0
33930,-98.7,-320.0,1.8,1.8,163.0
33931,-98.7,-317.3,2.0,2.0,163.0
33932,-98.7,-314.7,2.0,2.0,163.0
33933,-98.7,-312.0,2.1,2.1,162.0
33934,-98.7,-309.3,2.1,2.1,162.0
33935,-98.7,-306.7,2.0,2.0,162.0
33936,-98.7,-304.0,2.0,2.0,162.0
33937,-98.7,-301.3,1.8,1.8,162.0
33938,-98.7,-298.7,1.8,1.8,162.0
33939,-98.7,-296.0,1.4,1.4,162.0
33940,-98.7,-293.3,1.4,1.4,161.0
33941,-98.7,-290.7,0.8,0.8,161.0
33942,-98.7,-288.0,0.8,0.8,161.0
33943,-98.7,-285.3,0.3,0.3,161.0
33944,-98.7,-282.7,0.3,0.3,161.0
33945,-98.7,-280.0,0.8,0.8,161.0
33946,-98.7,-277.3,0.8,0.8,160.0
33947,-98.7,-274.7,1.4,1.4,160.0
33948,-98.7,-272.0,1.4,1.4,160.0
33949,-98.7,-269.3,1.8,1.8,160.0
33950,-98.7,-266.7,1.8,1.8,160.0
33951,-98.7,-264.0,2.0,2.0,160.0
33952,-98.7,-261.3,2.0,2.0,159.0
33953,-98.7,-258.7,2.1,2.1,159.0
33954,-98.7,-256.0,2.1,2.1,159.0
33955,-98.7,-253.3,2.0,2.0,159.0
33956,-98.7,-250.7,2.0,2.0,159.0
33957,-98.7,-248.0,1.8,1.8,158.0
33958,-98.7,-245.3,1.8,1.8,158.0
33959,-98.7,-242.7,1.4,1.4,158.0
33960,-98.7,-240.0,1.4,1.4,158.0
33961,-98.7,-237.3,0.8,0.8,157.0
33962,-98.7,-234.7,0.8,0.8,157.0
33963,-98.7,-232.0,0.3,0.3,157.0
33964,-98.7,-229.3,0.3,0.3,157.0
33965,-98.7,-226.7,0.8,0.8,156.0
33966,-98.7,-224.0,0.8,0.8,156.0
33967,-98.7,-221.3,1.4,1.4,156.0
33968,-98.7,-218.7,1.4,1.4,156.0
33969,-98.7,-216.0,1.8,1.8,155.0
33970,-98.7,-213.3,1.8,1.8,155.0
33971,-98.7,-210.7,1.8,1.8,155.0
33972,-98.7,-208.0,2.0,2.0,155.0
33973,-98.7,-205.3,2.0,2.0,154.0
33974,-98.7,-202.7,2.1,2.1,154.0
33975,-98.7,-200.0,2.1,2.1,154.0
33976,-98.7,-197.3,2.0,2.0,153.0
33977,-98.7,-194.7,2.0,2.0,153.0
33978,-98.7,-192.0,1.8,1.8,153.0
33979,-98.7,-189.3,1.8,1.8,152.0
33980,-98.7,-186.7,1.4,1.4,152.0
33981,-98.7,-184.0,1.4,1.4,152.0
33982,-98.7,-181.3,0.8,0.8,151.0
33983,-98.7,-178.7,0.8,0.8,151.0
33984,-98.7,-176.0,0.3,0.3,151.0
33985,-98.7,-173.3,0.3,0.3,150.0
33986,-98.7,-170.7,0.8,0.8,150.0
33987,-98.7,-168.0,0.8,0.8,150.0
33988,-98.7,-165.3,0.8,0.8,149.0
33989,-98.7,-162.7,1.4,1.4,149.0
33990,-98.7,-160.0,1.4,1.4,148.0
33991,-98.7,-157.3,1.8,1.8,148.0
33992,-98.7,-154.7,1.8,1.8,147.0
33993,-98.7,-152.0,2.0,2.0,147.0
33994,-98.7,-149.3,2.0,2.0,147.0
33995,-98.7,-146.7,2.1,2.1,146.0
33996,-98.7,-144.0,2.1,2.1,146.0
33997,-98.7,-141.3,2.0,2.0,145.0
33998,-98.7,-138.7,2.0,2.0,145.0
33999,-98.7,-136.0,2.0,2.0,144.0
34000,-98.7,-133.3,1.8,1.8,143.0
34001,-98.7,-130.7,1.8,1.8,143.0
34002,-98.7,-128.0,1.4,1.4,142.0
34003,-98.7,-125.3,1.4,1.4,142.0
34004,-98.7,-122.7,0.8,0.8,141.0
34005,-98.7,-120.0,0.8,0.8,141.0
34006,-98.7,-117.3,0.8,0.8,140.0
34007,-98.7,-114.7,0.3,0.3,139.0
34008,-98.7,-112.0,0.3,0.3,139.0
34009,-98.7,-109.3,0.8,0.8,138.0
34010,-98.7,-106.7,0.8,0.8,137.0
34011,-98.7,-104.0,0.8,0.8,136.0
34012,-98.7,-101.3,1.4,1.4,136.0
34013,-98.7,-98.7,1.4,1.4,135.0
34014,-98.7,-96.0,1.4,1.4,134.0
34015,-98.7,-93.3,1.8,1.8,133.0
34016,-98.7,-90.7,1.8,1.8,133.0
34017,-98.7,-88.0,2.0,2.0,132.0
34018,-98.7,-85.3,2.0,2.0,131.0
34019,-98.7,-82.7,2.0,2.0,130.0
34020,-98.7,-80.0,2.1,2.1,129.0
34021,-98.7,-77.3,2.1,2.1,128.0
34022,-98.7,-74.7,2.1,2.1,127.0
34023,-98.7,-72.0,2.0,2.0,126.0
34024,-98.7,-69.3,2.0,2.0,125.0
34025,-98.7,-66.7,2.0,2.0,124.0
34026,-98.7,-64.0,2.0,2.0,123.0
34027,-98.7,-61.3,1.8,1.8,122.0
34028,-98.7,-58.7,1.8,1.8,121.0
34029,-98.7,-56.0,1.8,1.8,120.0
34030,-98.7,-53.3,1.4,1.4,118.0
34031,-98.7,-50.7,1.4,1.4,117.0
34032,-98.7,-48.0,1.4,1.4,116.0
34033,-98.7,-45.3,1.4,1.4,115.0
34034,-98.7,-42.7,1.4,1.4,113.0
34035,-98.7,-40.0,0.8,0.8,112.0
34036,-98.7,-37.3,0.8,0.8,111.0
34037,-98.7,-34.7,0.8,0.8,109.0
34038,-98.7,-32.0,0.8,0.8,108.0
34039,-98.7,-29.3,0.8,0.8,107.0
34040,-98.7,-26.7,0.3,0.3,105.0
34041,-98.7,-24.0,0.3,0.3,104.0
34042,-98.7,-21.3,0.3,0.3,102.0
34043,-98.7,-18.7,0.3,0.3,101.0
34044,-98.7,-16.0,0.3,0.3,99.0
34045,-98.7,-13.3,0.3,0.3,98.0
34046,-98.7,-10.7,0.3,0.3,96.0
34047,-98.7,-8.0,0.3,0.3,95.0
34048,-98.7,-5.3,0.3,0.3,93.0
34049,-98.7,-2.7,0.3,0.3,92.0
34050,-98.7,0.0,0.3,0.3,90.0
34051,-98.7,2.7,0.3,0.3,88.0
34052,-98.7,5.3,0.3,0.3,87.0
34053,-98.7,8.0,0.3,0.3,85.0
34054,-98.7,10.7,0.3,0.3,84.0
34055,-98.7,13.3,0.3,0.3,82.0
34056,-98.7,16.0,0.3,0.3,81.0
34057,-98.7,18.7,0.3,0.3,79.0
34058,-98.7,21.3,0.3,0.3,78.0
34059,-98.7,24.0,0.3,0.3,76.0
34060,-98.7,26.7,0.3,0.3,75.0
34061,-98.7,29.3,0.8,0.8,73.0
34062,-98.7,32.0,0.8,0.8,72.0
34063,-98.7,34.7,0.8,0.8,71.0
34064,-98.7,37.3,0.8,0.8,69.0
34065,-98.7,40.0,0.8,0.8,68.0
34066,-98.7,42.7,1.4,1.4,67.0
34067,-98.7,45.3,1.4,1.4,65.0
34068,-98.7,48.0,1.4,1.4,64.0
34069,-98.7,50.7,1.4,1.4,63.0
34070,-98.7,53.3,1.4,1.4,62.0
34071,-98.7,56.0,1.8,1.8,60.0
34072,-98.7,58.7,1.8,1.8,59.0
34073,-98.7,61.3,1.8,1.8,58.0
34074,-98.7,64.0,2.0,2.0,57.0
34075,-98.7,66.7,2.0,2.0,56.0
34076,-98.7,69.3,2.0,2.0,55.0
34077,-98.7,72.0,2.0,2.0,54.0
34078,-98.7,74.7,2.1,2.1,53.0
34079,-98.7,77.3,2.1,2.1,52.0
34080,-98.7,80.0,2.1,2.1,51.0
34081,-98.7,82.7,2.0,2.0,50.0
34082,-98.7,85.3,2.0,2.0,49.0
34083,-98.7,88.0,2.0,2.0,48.0
34084,-98.7,90.7,1.8,1.8,47.0
34085,-98.7,93.3,1.8,1.8,47.0
34086,-98.7,96.0,1.4,1.4,46.0
34087,-98.7,98.7,1.4,1.4,45.0
34088,-98.7,101.3,1.4,1.4,44.0
34089,-98.7,104.0,0.8,0.8,44.0
34090,-98.7,106.7,0.8,0.8,43.0
34091,-98.7,109.3,0.8,0.8,42.0
34092,-98.7,112.0,0.3,0.3,41.0
34093,-98.7,114.7,0.3,0.3,41.0
34094,-98.7,117.3,0.8,0.8,40.0
34095,-98.7,120.0,0.8,0.8,39.0
34096,-98.7,122.7,0.8,0.8,39.0
34097,-98.7,125.3,1.4,1.4,38.0
34098,-98.7,128.0,1.4,1.4,38.0
34099,-98.7,130.7,1.8,1.8,37.0
34100,-98.7,133.3,1.8,1.8,37.0
34101,-98.7,136.0,2.0,2.0,36.0
34102,-98.7,138.7,2.0,2.0,35.0
34103,-98.7,141.3,2.0,2.0,35.0
34104,-98.7,144.0,2.1,2.1,34.0
34105,-98.7,146.7,2.1,2.1,34.0
34106,-98.7,149.3,2.0,2.0,33.0
34107,-98.7,152.0,2.0,2.0,33.0
34108,-98.7,154.7,1.8,1.8,33.0
34109,-98.7,157.3,1.8,1.8,32.0
34110,-98.7,160.0,1.4,1.4,32.0
34111,-98.7,162.7,1.4,1.4,31.0
34112,-98.7,165.3,0.8,0.8,31.0
34113,-98.7,168.0,0.8,0.8,30.0
34114,-98.7,170.7,0.8,0.8,30.0
34115,-98.7,173.3,0.3,0.3,30.0
34116,-98.7,176.0,0.3,0.3,29.0
34117,-98.7,178.7,0.8,0.8,29.0
34118,-98.7,181.3,0.8,0.8,29.0
34119,-98.7,184.0,1.4,1.4,28.0
34120,-98.7,186.7,1.4,1.4,28.0
34121,-98.7,189.3,1.8,1.8,28.0
34122,-98.7,192.0,1.8,1.8,27.0
34123,-98.7,194.7,2.0,2.0,27.0
34124,-98.7,197.3,2.0,2.0,27.0
34125,-98.7,200.0,2.1,2.1,26.0
34126,-98.7,202.7,2.1,2.1,26.0
34127,-98.7,205.3,2.0,2.0,26.0
34128,-98.7,208.0,2.0,2.0,25.0
34129,-98.7,210.7,1.8,1.8,25.0
34130,-98.7,213.3,1.8,1.8,25.0
34131,-98.7,216.0,1.8,1.8,25.0
34132,-98.7,218.7,1.4,1.4,24.0
34133,-98.7,221.3,1.4,1.4,24.0
34134,-98.7,224.0,0.8,0.8,24.0
34135,-98.7,226.7,0.8,0.8,24.0
34136,-98.7,229.3,0.3,0.3,23.0
34137,-98.7,232.0,0.3,0.3,23.0
34138,-98.7,234.7,0.8,0.8,23.0
34139,-98.7,237.3,0.8,0.8,23.0
34140,-98.7,240.0,1.4,1.4,22.0
34141,-98.7,242.7,1.4,1.4,22.0
34142,-98.7,245.3,1.8,1.8,22.0
34143,-98.7,248.0,1.8,1.8,22.0
34144,-98.7,250.7,2.0,2.0,21.0
34145,-98.7,253.3,2.0,2.0,21.0
34146,-98.7,256.0,2.1,2.1,21.0
34147,-98.7,258.7,2.1,2.1,21.0
34148,-98.7,261.3,2.0,2.0,21.0
34149,-98.7,264.0,2.0,2.0,20.0
34150,-98.7,266.7,1.8,1.8,20.0
34151,-98.7,269.3,1.8,1.8,20.0
34152,-98.7,272.0,1.4,1.4,20.0
34153,-98.7,274.7,1.4,1.4,20.0
34154,-98.7,277.3,0.8,0.8,20.0
34155,-98.7,280.0,0.8,0.8,19.0
34156,-98.7,282.7,0.3,0.3,19.0
34157,-98.7,285.3,0.3,0.3,19.0
34158,-98.7,288.0,0.8,0.8,19.0
34159,-98.7,290.7,0.8,0.8,19.0
34160,-98.7,293.3,1.4,1.4,19.0
34161,-98.7,296.0,1.4,1.4,18.0
34162,-98.7,298.7,1.8,1.8,18.0
34163,-98.7,301.3,1.8,1.8,18.0
34164,-98.7,304.0,2.0,2.0,18.0
34165,-98.7,306.7,2.0,2.0,18.0
34166,-98.7,309.3,2.1,2.1,18.0
34167,-98.7,312.0,2.1,2.1,18.0
34168,-98.7,314.7,2.0,2.0,17.0
34169,-98.7,317.3,2.0,2.0,17.0
34170,-98.7,320.0,1.8,1.8,17.0
34171,-98.7,322.7,1.8,1.8,17.0
34172,-98.7,325.3,1.4,1.4,17.0
34173,-98.7,328.0,0.8,0.8,17.0
34174,-98.7,330.7,0.8,0.8,17.0
34175,-98.7,333.3,0.3,0.3,16.0
34176,-98.7,336.0,0.3,0.3,16.0
34177,-98.7,338.7,0.8,0.8,16.0
34178,-98.7,341.3,0.8,0.8,16.0
34179,-98.7,344.0,1.4,1.4,16.0
34180,-98.7,346.7,1.4,1.4,16.0
34181,-98.7,349.3,1.8,1.8,16.0
34182,-98.7,352.0,1.8,1.8,16.0
34183,-98.7,354.7,2.0,2.0,16.0
34184,-98.7,357.3,2.0,2.0,15.0
34185,-98.7,360.0,2.1,2.1,15.0
34186,-98.7,362.7,2.1,2.1,15.0
34187,-98.7,365.3,2.0,2.0,15.0
34188,-98.7,368.0,2.0,2.0,15.0
34189,-98.7,370.7,1.8,1.8,15.0
34190,-98.7,373.3,1.8,1.8,15.0
34191,-98.7,376.0,1.4,1.4,15.0
34192,-98.7,378.7,1.4,1.4,15.0
34193,-98.7,381.3,0.8,0.8,15.0
34194,-98.7,384.0,0.8,0.8,14.0
34195,-98.7,386.7,0.3,0.3,14.0
34196,-98.7,389.3,0.3,0.3,14.0
34197,-98.7,392.0,0.8,0.8,14.0
34198,-98.7,394.7,0.8,0.8,14.0
34199,-98.7,397.3,1.4,1.4,14.0
34200,-96.0,-400.0,1.4,1.4,167.0
34201,-96.0,-397.3,1.4,1.4,166.0
34202,-96.0,-394.7,0.8,0.8,166.0
34203,-96.0,-392.0,0.8,0.8,166.0
34204,-96.0,-389.3,0.3,0.3,166.0
34205,-96.0,-386.7,0.3,0.3,166.0
34206,-96.0,-384.0,0.8,0.8,166.0
34207,-96.0,-381.3,0.8,0.8,166.0
34208,-96.0,-378.7,1.4,1.4,166.0
34209,-96.0,-376.0,1.4,1.4,166.0
34210,-96.0,-373.3,1.8,1.8,166.0
34211,-96.0,-370.7,1.8,1.8,165.0
34212,-96.0,-368.0,2.0,2.0,165.0
34213,-96.0,-365.3,2.0,2.0,165.0
34214,-96.0,-362.7,2.1,2.1,165.0
34215,-96.0,-360.0,2.1,2.1,165.0
34216,-96.0,-357.3,2.0,2.0,165.0
34217,-96.0,-354.7,1.8,1.8,165.0
34218,-96.0,-352.0,1.8,1.8,165.0
34219,-96.0,-349.3,1.4,1.4,165.0
34220,-96.0,-346.7,1.4,1.4,165.0
34221,-96.0,-344.0,0.8,0.8,164.0
34222,-96.0,-341.3,0.8,0.8,164.0
34223,-96.0,-338.7,0.3,0.3,164.0
34224,-96.0,-336.0,0.3,0.3,164.0
34225,-96.0,-333.3,0.8,0.8,164.0
34226,-96.0,-330.7,0.8,0.8,164.0
34227,-96.0,-328.0,1.4,1.4,164.0
34228,-96.0,-325.3,1.4,1.4,164.0
34229,-96.0,-322.7,1.8,1.8,163.0
34230,-96.0,-320.0,1.8,1.8,163.0
34231,-96.0,-317.3,2.0,2.0,163.0
34232,-96.0,-314.7,2.0,2.0,163.0
34233,-96.0,-312.0,2.1,2.1,163.0
34234,-96.0,-309.3,2.1,2.1,163.0
34235,-96.0,-306.7,2.0,2.0,163.0
34236,-96.0,-304.0,2.0,2.0,162.0
34237,-96.0,-301.3,1.8,1.8,162.0
34238,-96.0,-298.7,1.8,1.8,162.0
34239,-96.0,-296.0,1.4,1.4,162.0
34240,-96.0,-293.3,1.4,1.4,162.0
34241,-96.0,-290.7,0.8,0.8,162.0
34242,-96.0,-288.0,0.8,0.8,162.0
34243,-96.0,-285.3,0.3,0.3,161.0
34244,-96.0,-282.7,0.3,0.3,161.0
34245,-96.0,-280.0,0.8,0.8,161.0
34246,-96.0,-277.3,0.8,0.8,161.0
34247,-96.0,-274.7,1.4,1.4,161.0
34248,-96.0,-272.0,1.4,1.4,161.0
34249,-96.0,-269.3,1.8,1.8,160.0
34250,-96.0,-266.7,1.8,1.8,160.0
34251,-96.0,-264.0,2.0,2.0,160.0
34252,-96.0,-261.3,2.0,2.0,160.0
34253,-96.0,-258.7,2.1,2.1,160.0
34254,-96.0,-256.0,2.1,2.1,159.0
34255,-96.0,-253.3,2.0,2.0,159.0
34256,-96.0,-250.7,2.0,2.0,159.0
34257,-96.0,-248.0,1.8,1.8,159.0
34258,-96.0,-245.3,1.8,1.8,159.0
34259,-96.0,-242.7,1.4,1.4,158.0
34260,-96.0,-240.0,1.4,1.4,158.0
34261,-96.0,-237.3,0.8,0.8,158.0
34262,-96.0,-234.7,0.8,0.8,158.0
34263,-96.0,-232.0,0.3,0.3,158.0
34264,-96.0,-229.3,0.3,0.3,157.0
34265,-96.0,-226.7,0.8,0.8,157.0
34266,-96.0,-224.0,0.8,0.8,157.0
34267,-96.0,-221.3,1.4,1.4,157.0
34268,-96.0,-218.7,1.4,1.4,156.0
34269,-96.0,-216.0,1.8,1.8,156.0
34270,-96.0,-213.3,1.8,1.8,156.0
34271,-96.0,-210.7,2.0,2.0,156.0
34272,-96.0,-208.0,2.0,2.0,155.0
34273,-96.0,-205.3,2.1,2.1,155.0
34274,-96.0,-202.7,2.1,2.1,155.0
34275,-96.0,-200.0,2.0,2.0,154.0
34276,-96.0,-197.3,2.0,2.0,154.0
34277,-96.0,-194.7,1.8,1.8,154.0
34278,-96.0,-192.0,1.8,1.8,153.0
34279,-96.0,-189.3,1.4,1.4,153.0
34280,-96.0,-186.7,1.4,1.4,153.0
34281,-96.0,-184.0,1.4,1.4,152.0
34282,-96.0,-181.3,0.8,0.8,152.0
34283,-96.0,-178.7,0.8,0.8,152.0
34284,-96.0,-176.0,0.3,0.3,151.0
34285,-96.0,-173.3,0.3,0.3,151.0
34286,-96.0,-170.7,0.8,0.8,151.0
34287,-96.0,-168.0,0.8,0.8,150.0
34288,-96.0,-165.3,1.4,1.4,150.0
34289,-96.0,-162.7,1.4,1.4,149.0
34290,-96.0,-160.0,1.8,1.8,149.0
34291,-96.0,-157.3,1.8,1.8,149.0
34292,-96.0,-154.7,2.0,2.0,148.0
34293,-96.0,-152.0,2.0,2.0,148.0
34294,-96.0,-149.3,2.0,2.0,147.0
34295,-96.0,-146.7,2.1,2.1,147.0
34296,-96.0,-144.0,2.1,2.1,146.0
34297,-96.0,-141.3,2.0,2.0,146.0
34298,-96.0,-138.7,2.0,2.0,145.0
34299,-96.0,-136.0,1.8,1.8,145.0
34300,-96.0,-133.3,1.8,1.8,144.0
34301,-96.0,-130.7,1.4,1.4,144.0
34302,-96.0,-128.0,1.4,1.4,143.0
34303,-96.0,-125.3,1.4,1.4,143.0
34304,-96.0,-122.7,0.8,0.8,142.0
34305,-96.0,-120.0,0.8,0.8,141.0
34306,-96.0,-117.3,0.3,0.3,141.0
34307,-96.0,-114.7,0.3,0.3,140.0
34308,-96.0,-112.0,0.3,0.3,139.0
34309,-96.0,-109.3,0.8,0.8,139.0
34310,-96.0,-106.7,0.8,0.8,138.0
34311,-96.0,-104.0,1.4,1.4,137.0
34312,-96.0,-101.3,1.4,1.4,137.0
34313,-96.0,-98.7,1.4,1.4,136.0
34314,-96.0,-96.0,1.8,1.8,135.0
34315,-96.0,-93.3,1.8,1.8,134.0
34316,-96.0,-90.7,2.0,2.0,133.0
34317,-96.0,-88.0,2.0,2.0,133.0
34318,-96.0,-85.3,2.0,2.0,132.0
34319,-96.0,-82.7,2.1,2.1,131.0
34320,-96.0,-80.0,2.1,2.1,130.0
34321,-96.0,-77.3,2.1,2.1,129.0
34322,-96.0,-74.7,2.0,2.0,128.0
34323,-96.0,-72.0,2.0,2.0,127.0
34324,-96.0,-69.3,2.0,2.0,126.0
34325,-96.0,-66.7,1.8,1.8,125.0
34326,-96.0,-64.0,1.8,1.8,124.0
34327,-96.0,-61.3,1.8,1.8,123.0
34328,-96.0,-58.7,1.8,1.8,121.0
34329,-96.0,-56.0,1.4,1.4,120.0
34330,-96.0,-53.3,1.4,1.4,119.0
34331,-96.0,-50.7,1.4,1.4,118.0
34332,-96.0,-48.0,0.8,0.8,117.0
34333,-96.0,-45.3,0.8,0.8,115.0
34334,-96.0,-42.7,0.8,0.8,114.0
34335,-96.0,-40.0,0.8,0.8,113.0
34336,-96.0,-37.3,0.8,0.8,111.0
34337,-96.0,-34.7,0.3,0.3,110.0
34338,-96.0,-32.0,0.3,0.3,108.0
34339,-96.0,-29.3,0.3,0.3,107.0
34340,-96.0,-26.7,0.3,0.3,106.0
34341,-96.0,-24.0,0.3,0.3,104.0
34342,-96.0,-21.3,0.3,0.3,103.0
34343,-96.0,-18.7,0.3,0.3,101.0
34344,-96.0,-16.0,0.8,0.8,99.0
34345,-96.0,-13.3,0.8,0.8,98.0
34346,-96.0,-10.7,0.8,0.8,96.0
34347,-96.0,-8.0,0.8,0.8,95.0
34348,-96.0,-5.3,0.8,0.8,93.0
34349,-96.0,-2.7,0.8,0.8,92.0
34350,-96.0,0.0,0.8,0.8,90.0
34351,-96.0,2.7,0.8,0.8,88.0
34352,-96.0,5.3,0.8,0.8,87.0
34353,-96.0,8.0,0.8,0.8,85.0
34354,-96.0,10.7,0.8,0.8,84.0
34355,-96.0,13.3,0.8,0.8,82.0
34356,-96.0,16.0,0.8,0.8,81.0
34357,-96.0,18.7,0.3,0.3,79.0
34358,-96.0,21.3,0.3,0.3,77.0
34359,-96.0,24.0,0.3,0.3,76.0
34360,-96.0,26.7,0.3,0.3,74.0
34361,-96.0,29.3,0.3,0.3,73.0
34362,-96.0,32.0,0.3,0.3,72.0
34363,-96.0,34.7,0.3,0.3,70.0
34364,-96.0,37.3,0.8,0.8,69.0
34365,-96.0,40.0,0.8,0.8,67.0
34366,-96.0,42.7,0.8,0.8,66.0
34367,-96.0,45.3,0.8,0.8,65.0
34368,-96.0,48.0,0.8,0.8,63.0
34369,-96.0,50.7,1.4,1.4,62.0
34370,-96.0,53.3,1.4,1.4,61.0
34371,-96.0,56.0,1.4,1.4,60.0
34372,-96.0,58.7,1.8,1.8,59.0
34373,-96.0,61.3,1.8,1.8,57.0
34374,-96.0,64.0,1.8,1.8,56.0
34375,-96.0,66.7,1.8,1.8,55.0
34376,-96.0,69.3,2.0,2.0,54.0
34377,-96.0,72.0,2.0,2.0,53.0
34378,-96.0,74.7,2.0,2.0,52.0
34379,-96.0,77.3,2.1,2.1,51.0
34380,-96.0,80.0,2.1,2.1,50.0
34381,-96.0,82.7,2.1,2.1,49.0
34382,-96.0,85.3,2.0,2.0,48.0
34383,-96.0,88.0,2.0,2.0,47.0
34384,-96.0,90.7,2.0,2.0,47.0
34385,-96.0,93.3,1.8,1.8,46.0
34386,-96.0,96.0,1.8,1.8,45.0
34387,-96.0,98.7,1.4,1.4,44.0
34388,-96.0,101.3,1.4,1.4,43.0
34389,-96.0,104.0,1.4,1.4,43.0
34390,-96.0,106.7,0.8,0.8,42.0
34391,-96.0,109.3,0.8,0.8,41.0
34392,-96.0,112.0,0.3,0.3,41.0
34393,-96.0,114.7,0.3,0.3,40.0
34394,-96.0,117.3,0.3,0.3,39.0
34395,-96.0,120.0,0.8,0.8,39.0
34396,-96.0,122.7,0.8,0.8,38.0
34397,-96.0,125.3,1.4,1.4,37.0
34398,-96.0,128.0,1.4,1.4,37.0
34399,-96.0,130.7,1.4,1.4,36.0
34400,-96.0,133.3,1.8,1.8,36.0
34401,-96.0,136.0,1.8,1.8,35.0
34402,-96.0,138.7,2.0,2.0,35.0
34403,-96.0,141.3,2.0,2.0,34.0
34404,-96.0,144.0,2.1,2.1,34.0
34405,-96.0,146.7,2.1,2.1,33.0
34406,-96.0,149.3,2.0,2.0,33.0
34407,-96.0,152.0,2.0,2.0,32.0
34408,-96.0,154.7,2.0,2.0,32.0
34409,-96.0,157.3,1.8,1.8,31.0
34410,-96.0,160.0,1.8,1.8,31.0
34411,-96.0,162.7,1.4,1.4,31.0
34412,-96.0,165.3,1.4,1.4,30.0
34413,-96.0,168.0,0.8,0.8,30.0
34414,-96.0,170.7,0.8,0.8,29.0
34415,-96.0,173.3,0.3,0.3,29.0
34416,-96.0,176.0,0.3,0.3,29.0
34417,-96.0,178.7,0.8,0.8,28.0
34418,-96.0,181.3,0.8,0.8,28.0
34419,-96.0,184.0,1.4,1.4,28.0
34420,-96.0,186.7,1.4,1.4,27.0
34421,-96.0,189.3,1.4,1.4,27.0
34422,-96.0,192.0,1.8,1.8,27.0
34423,-96.0,194.7,1.8,1.8,26.0
34424,-96.0,197.3,2.0,2.0,26.0
34425,-96.0,200.0,2.0,2.0,26.0
34426,-96.0,202.7,2.1,2.1,25.0
34427,-96.0,205.3,2.1,2.1,25.0
34428,-96.0,208.0,2.0,2.0,25.0
34429,-96.0,210.7,2.0,2.0,24.0
34430,-96.0,213.3,1.8,1.8,24.0
34431,-96.0,216.0,1.8,1.8,24.0
34432,-96.0,218.7,1.4,1.4,24.0
34433,-96.0,221.3,1.4,1.4,23.0
34434,-96.0,224.0,0.8,0.8,23.0
34435,-96.0,226.7,0.8,0.8,23.0
34436,-96.0,229.3,0.3,0.3,23.0
34437,-96.0,232.0,0.3,0.3,22.0
34438,-96.0,234.7,0.8,0.8,22.0
34439,-96.0,237.3,0.8,0.8,22.0
34440,-96.0,240.0,1.4,1.4,22.0
34441,-96.0,242.7,1.4,1.4,22.0
34442,-96.0,245.3,1.8,1.8,21.0
34443,-96.0,248.0,1.8,1.8,21.0
34444,-96.0,250.7,2.0,2.0,21.0
34445,-96.0,253.3,2.0,2.0,21.0
34446,-96.0,256.0,2.1,2.1,21.0
34447,-96.0,258.7,2.1,2.1,20.0
34448,-96.0,261.3,2.0,2.0,20.0
34449,-96.0,264.0,2.0,2.0,20.0
34450,-96.0,266.7,1.8,1.8,20.0
34451,-96.0,269.3,1.8,1.8,20.0
34452,-96.0,272.0,1.4,1.4,19.0
34453,-96.0,274.7,1.4,1.4,19.0
34454,-96.0,277.3,0.8,0.8,19.0
34455,-96.0,280.0,0.8,0.8,19.0
34456,-96.0,282.7,0.3,0.3,19.0
34457,-96.0,285.3,0.3,0.3,19.0
34458,-96.0,288.0,0.8,0.8,18.0
34459,-96.0,290.7,0.8,0.8,18.0
34460,-96.0,293.3,1.4,1.4,18.0
34461,-96.0,296.0,1.4,1.4,18.0
